accnum,age,job_admin,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,default,balance,housing,loan,channel_cellular,channel_telephone,channel_unknown,duration,pdays,previous,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown,deposit
2039760852,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,390,1,0,0,0,1,137,-1,0,0,0,0,1,0
2039204586,53,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,6,1,0,0,0,1,517,-1,0,0,0,0,1,0
2069785034,58,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,71,1,0,0,0,1,71,-1,0,0,0,0,1,0
2007398654,57,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,162,1,0,0,0,1,174,-1,0,0,0,0,1,0
2043061759,51,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,229,1,0,0,0,1,353,-1,0,0,0,0,1,0
2082941765,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,1,0,0,0,1,98,-1,0,0,0,0,1,0
2084930217,57,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,52,1,0,0,0,1,38,-1,0,0,0,0,1,0
2006593847,60,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,60,1,0,0,0,1,219,-1,0,0,0,0,1,0
2073256189,33,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,54,-1,0,0,0,0,1,0
2042013695,28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,723,1,1,0,0,1,262,-1,0,0,0,0,1,0
2065320194,56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,779,1,0,0,0,1,164,-1,0,0,0,0,1,0
2004567319,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23,1,1,0,0,1,160,-1,0,0,0,0,1,0
2008219457,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,50,1,0,0,0,1,342,-1,0,0,0,0,1,0
2020174385,40,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,181,-1,0,0,0,0,1,0
2028417936,44,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-372,1,0,0,0,1,172,-1,0,0,0,0,1,0
2072439158,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,255,1,0,0,0,1,296,-1,0,0,0,0,1,0
2074321956,52,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,113,1,1,0,0,1,127,-1,0,0,0,0,1,0
2042307896,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-246,1,0,0,0,1,255,-1,0,0,0,0,1,0
2034890625,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,265,1,1,0,0,1,348,-1,0,0,0,0,1,0
2010457962,57,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,839,0,1,0,0,1,225,-1,0,0,0,0,1,0
2058914726,49,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,378,1,0,0,0,1,230,-1,0,0,0,0,1,0
2053469210,60,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,39,1,1,0,0,1,208,-1,0,0,0,0,1,0
2024351089,59,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,226,-1,0,0,0,0,1,0
2014920386,51,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10635,1,0,0,0,1,336,-1,0,0,0,0,1,0
2047815602,57,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,63,1,0,0,0,1,242,-1,0,0,0,0,1,0
2009247581,25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-7,1,0,0,0,1,365,-1,0,0,0,0,1,0
2051392846,53,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-3,0,0,0,0,1,1666,-1,0,0,0,0,1,0
2072918053,36,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,506,1,0,0,0,1,577,-1,0,0,0,0,1,0
2021708543,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,137,-1,0,0,0,0,1,0
2032504196,44,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2586,1,0,0,0,1,160,-1,0,0,0,0,1,0
2035920681,50,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,49,1,0,0,0,1,180,-1,0,0,0,0,1,0
2073506921,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,104,1,0,0,0,1,22,-1,0,0,0,0,1,0
2057432910,54,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,529,1,0,0,0,1,1492,-1,0,0,0,0,1,0
2010582394,58,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,96,1,0,0,0,1,616,-1,0,0,0,0,1,0
2026145903,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-171,1,0,0,0,1,242,-1,0,0,0,0,1,0
2030284519,58,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-364,1,0,0,0,1,355,-1,0,0,0,0,1,0
2043792016,44,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,225,-1,0,0,0,0,1,0
2024095378,55,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,160,-1,0,0,0,0,1,0
2083165702,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,363,-1,0,0,0,0,1,0
2075109486,54,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1291,1,0,0,0,1,266,-1,0,0,0,0,1,0
2040368125,48,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-244,1,0,0,0,1,253,-1,0,0,0,0,1,0
2016478092,32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,179,-1,0,0,0,0,1,0
2054167980,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-76,1,0,0,0,1,787,-1,0,0,0,0,1,0
2079408256,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,-103,1,1,0,0,1,145,-1,0,0,0,0,1,0
2003124596,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,243,0,1,0,0,1,174,-1,0,0,0,0,1,0
2058471026,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,424,1,0,0,0,1,104,-1,0,0,0,0,1,0
2018295306,47,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,306,1,0,0,0,1,13,-1,0,0,0,0,1,0
2038176249,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24,1,0,0,0,1,185,-1,0,0,0,0,1,0
2052184639,46,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,179,1,0,0,0,1,1778,-1,0,0,0,0,1,0
2071035624,32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,138,-1,0,0,0,0,1,0
2059862317,53,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,989,1,0,0,0,1,812,-1,0,0,0,0,1,0
2005286941,57,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,249,1,0,0,0,1,164,-1,0,0,0,0,1,0
2024568017,33,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,790,1,0,0,0,1,391,-1,0,0,0,0,1,0
2027014358,49,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,154,1,0,0,0,1,357,-1,0,0,0,0,1,0
2037215908,51,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6530,1,0,0,0,1,91,-1,0,0,0,0,1,0
2069240871,60,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,100,0,0,0,0,1,528,-1,0,0,0,0,1,0
2086473912,59,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,59,1,0,0,0,1,273,-1,0,0,0,0,1,0
2048713250,55,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1205,1,0,0,0,1,158,-1,0,0,0,0,1,0
2048105693,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12223,1,1,0,0,1,177,-1,0,0,0,0,1,0
2036879042,57,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5935,1,1,0,0,1,258,-1,0,0,0,0,1,0
2056470921,31,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,25,1,1,0,0,1,172,-1,0,0,0,0,1,0
2051269478,54,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,282,1,1,0,0,1,154,-1,0,0,0,0,1,0
2085731462,55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,23,1,0,0,0,1,291,-1,0,0,0,0,1,0
2039285701,43,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1937,1,0,0,0,1,181,-1,0,0,0,0,1,0
2025187946,53,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,384,1,0,0,0,1,176,-1,0,0,0,0,1,0
2086357124,44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,582,0,1,0,0,1,211,-1,0,0,0,0,1,0
2002867315,55,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,91,0,0,0,0,1,349,-1,0,0,0,0,1,0
2060924153,49,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,272,-1,0,0,0,0,1,0
2076041935,55,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,208,-1,0,0,0,0,1,0
2032751986,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,206,1,0,0,0,1,193,-1,0,0,0,0,1,0
2034217085,47,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,164,0,0,0,0,1,212,-1,0,0,0,0,1,0
2045278619,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,690,1,0,0,0,1,20,-1,0,0,0,0,1,0
2081690574,59,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2343,1,0,0,0,1,1042,-1,0,0,0,0,1,1
2080659741,46,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,137,1,1,0,0,1,246,-1,0,0,0,0,1,0
2065312974,51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,173,1,0,0,0,1,529,-1,0,0,0,0,1,0
2079234068,56,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,45,0,0,0,0,1,1467,-1,0,0,0,0,1,1
2035870914,41,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1270,1,0,0,0,1,1389,-1,0,0,0,0,1,1
2025317649,46,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16,1,1,0,0,1,188,-1,0,0,0,0,1,0
2069817302,57,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,486,1,0,0,0,1,180,-1,0,0,0,0,1,0
2086720914,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,50,0,0,0,0,1,48,-1,0,0,0,0,1,0
2013867245,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,152,1,1,0,0,1,213,-1,0,0,0,0,1,0
2041937582,60,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,290,1,0,0,0,1,583,-1,0,0,0,0,1,0
2080461952,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,54,1,0,0,0,1,221,-1,0,0,0,0,1,0
2040582317,57,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-37,0,0,0,0,1,173,-1,0,0,0,0,1,0
2013026549,36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,101,1,1,0,0,1,426,-1,0,0,0,0,1,0
2003289465,55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,383,0,0,0,0,1,287,-1,0,0,0,0,1,0
2062978041,60,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,81,1,0,0,0,1,101,-1,0,0,0,0,1,0
2051493807,39,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,203,-1,0,0,0,0,1,0
2098506731,46,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,229,1,0,0,0,1,197,-1,0,0,0,0,1,0
2021430956,44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-674,1,0,0,0,1,257,-1,0,0,0,0,1,0
2002674851,53,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,90,0,0,0,0,1,124,-1,0,0,0,0,1,0
2090726148,52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,128,1,0,0,0,1,229,-1,0,0,0,0,1,0
2040378165,59,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,179,1,0,0,0,1,55,-1,0,0,0,0,1,0
2056478209,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,400,-1,0,0,0,0,1,0
2018523049,44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,54,1,0,0,0,1,197,-1,0,0,0,0,1,0
2046902785,47,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,151,1,0,0,0,1,190,-1,0,0,0,0,1,0
2001792856,34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,61,0,1,0,0,1,21,-1,0,0,0,0,1,0
2002637859,59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,30,1,0,0,0,1,514,-1,0,0,0,0,1,0
2006931475,45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,523,1,0,0,0,1,849,-1,0,0,0,0,1,0
2037429568,29,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,31,1,0,0,0,1,194,-1,0,0,0,0,1,0
2005169347,46,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,79,0,0,0,0,1,144,-1,0,0,0,0,1,0
2076291430,56,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-34,1,1,0,0,1,212,-1,0,0,0,0,1,0
2036152084,36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,448,1,0,0,0,1,286,-1,0,0,0,0,1,0
2018423560,59,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,81,1,0,0,0,1,107,-1,0,0,0,0,1,0
2027083619,44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,144,1,0,0,0,1,247,-1,0,0,0,0,1,0
2062348751,41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,351,1,0,0,0,1,518,-1,0,0,0,0,1,0
2003856974,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-67,1,0,0,0,1,364,-1,0,0,0,0,1,0
2045079613,59,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,262,0,0,0,0,1,178,-1,0,0,0,0,1,0
2089032157,57,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,98,-1,0,0,0,0,1,0
2005491637,56,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,56,1,0,0,0,1,439,-1,0,0,0,0,1,0
2063280975,51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,26,1,0,0,0,1,79,-1,0,0,0,0,1,0
2005682713,34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,1,120,-1,0,0,0,0,1,0
2043169520,43,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,41,1,1,0,0,1,127,-1,0,0,0,0,1,0
2007936452,52,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,7,0,1,0,0,1,175,-1,0,0,0,0,1,0
2005186724,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,105,1,0,0,0,1,262,-1,0,0,0,0,1,0
2094618075,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,818,1,1,0,0,1,61,-1,0,0,0,0,1,0
2065302817,34,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-16,1,1,0,0,1,78,-1,0,0,0,0,1,0
2009537426,31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,143,-1,0,0,0,0,1,0
2010642385,55,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2476,1,0,0,0,1,579,-1,0,0,0,0,1,1
2056210793,55,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1185,0,0,0,0,1,677,-1,0,0,0,0,1,0
2037265401,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,217,1,0,0,0,1,345,-1,0,0,0,0,1,0
2004516782,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1685,1,0,0,0,1,185,-1,0,0,0,0,1,0
2031569802,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,802,1,1,0,0,1,100,-1,0,0,0,0,1,0
2056173409,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,125,-1,0,0,0,0,1,0
2050382976,23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,94,1,0,0,0,1,193,-1,0,0,0,0,1,0
2093682150,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,136,-1,0,0,0,0,1,0
2038564209,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,73,-1,0,0,0,0,1,0
2092316804,32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,517,1,0,0,0,1,528,-1,0,0,0,0,1,0
2012793645,46,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,265,1,0,0,0,1,541,-1,0,0,0,0,1,0
2079425038,53,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,947,1,0,0,0,1,163,-1,0,0,0,0,1,0
2025148903,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,1,301,-1,0,0,0,0,1,0
2029568047,57,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,42,0,0,0,0,1,46,-1,0,0,0,0,1,0
2064179853,37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,37,1,0,0,0,1,204,-1,0,0,0,0,1,0
2032578649,59,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,57,1,0,0,0,1,98,-1,0,0,0,0,1,0
2050426978,33,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,22,1,0,0,0,1,71,-1,0,0,0,0,1,0
2094138670,56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,1,0,0,0,1,157,-1,0,0,0,0,1,0
2009253168,48,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,293,1,0,0,0,1,243,-1,0,0,0,0,1,0
2051973620,43,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,1,186,-1,0,0,0,0,1,0
2056132908,54,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,348,1,0,0,0,1,579,-1,0,0,0,0,1,0
2017942658,51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-19,1,0,0,0,1,163,-1,0,0,0,0,1,0
2080351279,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,610,-1,0,0,0,0,1,0
2017298346,40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-4,1,0,0,0,1,2033,-1,0,0,0,0,1,0
2037518294,39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,18,1,0,0,0,1,85,-1,0,0,0,0,1,0
2086293054,50,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,139,0,0,0,0,1,114,-1,0,0,0,0,1,0
2064853921,41,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,114,-1,0,0,0,0,1,0
2090862137,51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1883,1,0,0,0,1,57,-1,0,0,0,0,1,0
2085103972,60,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,216,1,0,0,0,1,238,-1,0,0,0,0,1,0
2068125079,52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,782,1,0,0,0,1,93,-1,0,0,0,0,1,0
2097412538,48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,904,1,0,0,0,1,128,-1,0,0,0,0,1,0
2054928617,48,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1705,1,0,0,0,1,107,-1,0,0,0,0,1,0
2078265019,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,47,1,0,0,0,1,181,-1,0,0,0,0,1,0
2015327408,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,176,1,0,0,0,1,303,-1,0,0,0,0,1,0
2005861792,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1225,1,0,0,0,1,558,-1,0,0,0,0,1,0
2062810735,45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,86,1,0,0,0,1,270,-1,0,0,0,0,1,0
2082365147,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,82,1,0,0,0,1,228,-1,0,0,0,0,1,0
2068572304,52,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,271,1,0,0,0,1,99,-1,0,0,0,0,1,0
2097805321,54,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1378,1,0,0,0,1,240,-1,0,0,0,0,1,0
2094802756,54,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,184,0,0,0,0,1,673,-1,0,0,0,0,1,1
2057836209,50,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,233,-1,0,0,0,0,1,0
2006415387,35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1056,-1,0,0,0,0,1,0
2084013672,44,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1357,1,1,0,0,1,250,-1,0,0,0,0,1,0
2059426830,53,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19,1,0,0,0,1,252,-1,0,0,0,0,1,0
2064830915,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,434,0,0,0,0,1,138,-1,0,0,0,0,1,0
2090582173,60,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,92,1,0,0,0,1,130,-1,0,0,0,0,1,0
2072508963,53,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1151,1,0,0,0,1,412,-1,0,0,0,0,1,0
2076510982,48,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,41,1,0,0,0,1,179,-1,0,0,0,0,1,0
2082604975,34,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,51,1,0,0,0,1,19,-1,0,0,0,0,1,0
